"PAYMENT_DAY","APPLICATION_SUBMISSION_TYPE","SEX","MARITAL_STATUS","QUANT_DEPENDANTS","STATE_OF_BIRTH","NATIONALITY","RESIDENTIAL_STATE","FLAG_RESIDENCIAL_PHONE","RESIDENCE_TYPE","MONTHS_IN_RESIDENCE","FLAG_EMAIL","PERSONAL_MONTHLY_INCOME","OTHER_INCOMES","FLAG_VISA","FLAG_MASTERCARD","QUANT_SPECIAL_BANKING_ACCOUNTS","QUANT_CARS","COMPANY","PROFESSIONAL_STATE","FLAG_PROFESSIONAL_PHONE","PROFESSION_CODE","OCCUPATION_TYPE","MATE_PROFESSION_CODE","EDUCATION_LEVEL2","PRODUCT","AGE","BAD","CREDIT_AMNT"
"X4","web","f","X3",0,"ma","X2","pa",0,"X3",5,1,200,0,0,0,0,0,0,"missing",0,"X1","X6","X1","X1","X1",60,"BAD",1000
"X6","X0","f","X3",0,"pe","X2","pe",1,"X3",25,0,500,0,0,0,1,1,1,"missing",0,"X2","X2","X2","X2","X1",54,"GOOD",1000
"X4","web","m","X3",0,"ap","X2","ap",1,"X3",1,1,600,0,0,0,0,0,1,"missing",0,"X20","X4","X5","X1","X1",46,"GOOD",1000
"X3","X0","f","X2",0,"ba","X2","ba",1,"X3",15,0,480,0,0,1,1,1,1,"ba",1,"X20","X4","X2","X2","X1",20,"BAD",1000
"X4","web","m","X3",2,"sp","X2","sp",1,"X4",1,1,455.35,0,0,0,0,0,1,"sp",1,"X20","X4","X1","X1","X1",30,"GOOD",1000
"X6","web","m","X4",0,"rj","X2","rj",1,"X3",18,1,805,0,0,0,0,0,0,"missing",0,"X20","X4","X1","X1","X1",60,"GOOD",1000
"X3","X0","m","X2",2,"pe","X2","pe",1,"X3",20,1,1650,0,0,1,1,0,0,"missing",0,"X1","X1","X1","X1","X1",45,"GOOD",1000
"X3","X0","f","X3",0,"mg","X2","mg",0,"X3",4,1,1600,0,1,1,1,0,1,"mg",1,"X20","X4","X1","X1","X1",35,"GOOD",1000
"X3","web","f","X4",0,"mg","X2","mg",1,"X3",1,1,350,0,0,0,0,0,0,"missing",0,"X1","X1","X1","X1","X1",70,"GOOD",1000
"X4","X0","f","X2",0,"pe","X2","pe",1,"X3",1,1,350,0,0,0,0,0,0,"missing",0,"X20","X6","X1","X1","X3",66,"GOOD",1000
"X5","X0","m","X3",0,"ba","X2","ba",1,"X3",5,1,1280,0,1,0,0,0,1,"missing",1,"X20","X4","X1","X1","X1",38,"GOOD",1000
"X3","web","m","X3",2,"pr","X2","sp",1,"X3",15,1,1283,0,0,0,0,0,1,"sp",1,"X20","X7","X1","X1","X1",45,"GOOD",1000
"X6","web","f","X8",1,"sp","X2","sp",1,"X3",12,1,1200,1400,1,0,0,0,0,"missing",1,"X20","X6","X1","X1","X1",45,"GOOD",1000
"X2","web","f","X3",0,"ba","X2","sp",1,"X3",6,1,1500,0,0,0,0,0,0,"missing",1,"X20","X4","X1","X1","X1",39,"GOOD",1000
"X6","X0","f","X3",3,"missing","X1","al",1,"X3",15,1,700,0,0,0,1,1,0,"missing",0,"X5","X3","X5","X2","X1",60,"GOOD",1000
"X2","web","f","X3",2,"sc","X2","sc",1,"X3",29,1,338,0,0,0,0,0,1,"missing",0,"X5","X1","X1","X1","X1",29,"GOOD",1000
"X4","web","f","X6",5,"pe","X2","sp",1,"X3",32,1,350,0,0,0,0,0,0,"missing",0,"X1","X7","X1","X1","X1",52,"GOOD",1000
"X3","X0","m","X3",0,"pr","X2","pr",1,"X3",1,1,588,0,0,0,1,0,1,"pr",1,"X20","X4","X1","X1","X1",32,"GOOD",1000
"X4","web","f","X2",0,"ce","X2","ce",1,"X3",32,1,1216.46,0,1,1,0,0,1,"ce",1,"X20","X6","X1","X1","X1",34,"GOOD",1000
"X2","web","f","X2",0,"go","X2","go",0,"X3",1,1,528,0,0,0,0,0,1,"go",1,"X20","X4","X1","X1","X1",29,"GOOD",1000
"X2","X0","f","X2",1,"pb","X2","pb",1,"X3",15,1,686,0,0,0,1,1,1,"missing",1,"X20","X4","X2","X2","X1",52,"GOOD",1000
"X2","X0","f","X3",0,"ba","X2","ba",1,"X3",0,1,350,0,0,0,1,1,0,"missing",0,"X20","X2","X2","X2","X2",31,"GOOD",1000
"X3","web","f","X3",0,"rn","X2","rn",1,"X3",5,1,454,0,0,0,0,0,1,"rn",0,"X1","X1","X1","X1","X1",26,"BAD",1000
"X3","web","m","X3",3,"sp","X2","sp",1,"X3",1,1,1332,0,1,0,0,0,0,"missing",0,"X20","X7","X1","X1","X1",44,"BAD",1000
"X5","X0","f","X3",2,"pr","X2","sc",1,"X3",0,1,516,0,0,0,1,1,0,"missing",0,"X2","X2","X2","X2","X1",36,"GOOD",1000
"X3","X0","m","X3",2,"rj","X2","rj",1,"X3",16,0,368,0,1,0,1,1,1,"rj",1,"X20","X4","X2","X2","X1",45,"GOOD",1000
"X5","carga","m","X3",2,"go","X2","al",1,"X4",1,1,536,0,0,0,0,0,1,"al",1,"X20","X4","X5","X1","X1",48,"BAD",1000
"X6","web","f","X2",2,"al","X2","pe",1,"X3",5,1,680,0,0,0,0,0,0,"missing",0,"X13","X6","X1","X1","X1",36,"GOOD",1000
"X6","X0","m","X2",1,"missing","X1","ba",1,"X3",0,1,1566,0,0,0,1,1,1,"ba",1,"X5","X4","X5","X2","X2",34,"BAD",1000
"X4","X0","n","X5",0,"rn","X2","rn",0,"X3",20,0,682,0,0,0,1,1,0,"missing",0,"X20","X3","X2","X2","X1",59,"GOOD",1000
"X3","X0","f","X5",1,"ms","X2","ms",0,"X3",23,0,422,0,1,0,0,1,0,"missing",0,"X20","X3","X2","X2","X1",76,"BAD",1000
"X3","web","f","X3",2,"rn","X2","rn",1,"X3",8,1,350,0,0,0,0,0,1,"rn",1,"X20","X4","X1","X1","X1",28,"BAD",1000
"X6","X0","m","X3",0,"al","X2","al",1,"X3",8,0,550,0,0,0,1,1,1,"missing",0,"X2","X7","X2","X2","X1",29,"BAD",1000
"X3","web","f","X3",0,"rs","X2","rs",1,"X3",13,1,832,0,0,0,0,0,1,"rs",0,"X20","X4","X1","X1","X1",34,"GOOD",1000
"X2","web","f","X3",0,"ba","X2","ba",0,"X2",5,1,904,0,0,0,0,0,0,"missing",0,"X1","X1","X1","X1","X1",50,"GOOD",1000
"X6","web","m","X3",0,"mg","X2","mg",1,"X3",18,1,1220,0,1,1,1,1,1,"mg",1,"X19","X7","X1","X1","X2",53,"GOOD",1000
"X3","web","m","X3",0,"sp","X2","sp",1,"X3",10,1,988,0,0,0,0,0,1,"missing",0,"X1","X3","X1","X1","X1",50,"GOOD",1000
"X3","carga","m","X3",2,"sp","X2","sp",1,"X3",1,1,315,0,0,0,0,0,1,"sp",1,"X20","X4","X5","X1","X1",22,"GOOD",1000
"X3","web","m","X3",0,"rs","X2","rs",1,"X3",20,1,739,0,0,0,0,0,0,"missing",0,"X1","X3","X1","X1","X1",60,"GOOD",1000
"X2","web","f","X3",0,"ba","X2","ba",1,"X3",4,1,389,0,0,0,0,0,0,"missing",0,"X20","X7","X1","X1","X1",40,"GOOD",1000
"X4","X0","f","X2",0,"ba","X2","ba",1,"X3",6,1,350,0,0,0,1,0,0,"missing",0,"X20","X3","X1","X1","X1",61,"GOOD",1000
"X2","X0","f","X3",0,"to","X2","al",0,"X1",9.72714882201501,1,500,0,0,0,0,0,0,"missing",0,"X1","X1","X1","X1","X3",51,"BAD",1000
"X4","web","m","X3",0,"pa","X2","pa",1,"X3",3,1,489,0,0,1,0,0,0,"missing",0,"X1","X1","X1","X1","X1",32,"GOOD",1000
"X3","X0","f","X5",0,"ba","X2","df",1,"X3",15,0,95864,0,0,0,1,1,0,"missing",0,"X2","X2","X2","X2","X1",39,"BAD",1000
"X3","web","f","X3",0,"ce","X2","ce",0,"X3",14,1,380,0,0,0,0,0,0,"missing",0,"X1","X1","X1","X1","X1",30,"GOOD",1000
"X3","X0","f","X3",6,"sp","X2","sp",1,"X3",0,1,1350,0,0,0,1,1,0,"missing",0,"X2","X2","X2","X2","X2",28,"BAD",1000
"X2","web","f","X2",0,"ro","X2","ro",1,"X3",5,1,385,0,0,0,0,0,1,"missing",0,"X1","X1","X1","X1","X1",29,"GOOD",1000
"X3","X0","f","X5",1,"missing","X1","rs",0,"X3",0,1,351,0,0,0,1,1,0,"missing",0,"X20","X3","X5","X2","X1",70,"GOOD",1000
"X6","web","m","X3",0,"ba","X2","ba",1,"X1",9.72714882201501,1,565,0,0,0,0,0,1,"ba",1,"X1","X1","X1","X1","X1",40,"GOOD",1000
"X3","X0","m","X3",6,"missing","X1","rs",1,"X3",0,1,615,0,0,0,1,1,1,"missing",0,"X20","X4","X5","X2","X1",43,"GOOD",1000
"X3","X0","f","X3",0,"ms","X2","ms",1,"X3",0,1,500,0,0,0,1,1,1,"missing",0,"X20","X3","X2","X2","X1",28,"BAD",1000
"X3","web","f","X3",0,"rj","X2","rj",1,"X3",36,1,450,0,0,0,0,0,0,"missing",0,"X1","X6","X1","X1","X1",36,"GOOD",1000
"X6","web","f","X2",0,"sp","X2","sp",1,"X3",7,1,300,0,0,0,0,0,1,"missing",0,"X13","X6","X1","X1","X1",28,"GOOD",1000
"X5","web","f","X3",3,"pr","X2","pr",1,"X3",12,1,700,0,0,0,0,0,0,"missing",0,"X1","X6","X1","X1","X1",45,"GOOD",1000
"X4","web","f","X2",0,"mg","X2","sp",1,"X3",10,1,2350,0,0,0,0,0,1,"missing",0,"X1","X1","X1","X1","X1",38,"GOOD",1000
"X1","X0","f","X2",1,"mg","X2","go",1,"X4",2,0,600,0,1,0,1,1,0,"missing",0,"X20","X6","X2","X2","X1",46,"GOOD",1000
"X3","X0","m","X3",0,"sp","X2","sp",1,"X3",0,0,1823,0,0,0,1,1,0,"missing",0,"X20","X3","X2","X2","X2",58,"GOOD",1000
"X5","web","f","X3",1,"ba","X2","ba",1,"X4",9.72714882201501,1,200,0,0,0,0,0,0,"missing",0,"X1","X1","X1","X1","X1",37,"GOOD",1000
"X1","X0","m","X3",3,"ce","X2","ce",1,"X3",1,0,500,0,0,0,1,1,0,"missing",0,"X20","X6","X2","X2","X1",46,"BAD",1000
"X2","web","m","X3",0,"al","X2","al",1,"X4",2,1,350,0,0,0,0,0,1,"al",0,"X1","X1","X1","X1","X1",27,"BAD",1000
"X3","web","m","X3",0,"pi","X2","pi",1,"X3",2,1,700,0,1,0,0,0,1,"pi",0,"X1","X4","X1","X6","X1",32,"GOOD",1000
"X3","X0","f","X3",0,"rj","X2","rj",1,"X3",45,0,350,0,0,0,1,1,0,"missing",0,"X2","X2","X2","X2","X1",65,"GOOD",1000
"X2","X0","f","X3",0,"es","X2","es",1,"X3",30,0,597,0,0,0,1,1,0,"missing",0,"X2","X2","X2","X2","X1",48,"GOOD",1000
"X5","X0","f","X2",0,"pb","X2","pb",1,"X7",5,0,273,0,0,0,1,1,0,"missing",0,"X20","X7","X2","X2","X2",26,"GOOD",1000
"X3","X0","m","X2",0,"rs","X2","rs",1,"X6",3,0,800,0,0,0,1,1,1,"rs",1,"X20","X4","X2","X2","X1",27,"GOOD",1000
"X6","X0","f","X2",0,"missing","X1","rj",1,"X3",0,1,850,0,0,0,1,1,1,"missing",1,"X20","X4","X5","X2","X1",29,"BAD",1000
"X2","web","m","X8",0,"sp","X2","sp",1,"X3",12,1,381,0,0,0,0,0,0,"missing",0,"X1","X3","X1","X1","X1",66,"GOOD",1000
"X3","web","m","X3",0,"go","X2","go",1,"X3",7,1,5000,0,0,0,0,0,0,"missing",0,"X1","X1","X1","X1","X2",52,"GOOD",1000
"X4","X0","f","X2",1,"pe","X2","pe",1,"X3",5,1,414,0,0,0,1,1,0,"pe",1,"X2","X2","X2","X2","X1",44,"BAD",1000
"X2","X0","f","X2",0,"rj","X2","rj",1,"X3",18,0,894,0,1,1,1,1,1,"missing",0,"X20","X4","X2","X2","X1",23,"BAD",1000
"X3","web","f","X4",0,"sp","X2","sp",1,"X3",9.72714882201501,1,380,0,0,0,0,0,0,"missing",0,"X1","X1","X1","X1","X1",48,"GOOD",1000
"X3","web","f","X8",1,"pr","X2","pr",1,"X3",16,1,351,0,0,0,0,0,0,"missing",0,"X1","X3","X1","X1","X1",50,"BAD",1000
"X1","web","f","X5",0,"rj","X2","rj",1,"X3",25,1,1050,0,0,0,0,0,0,"missing",0,"X20","X3","X1","X1","X1",77,"GOOD",1000
"X4","web","f","X5",1,"am","X2","am",0,"X3",20,1,350,0,0,0,0,0,0,"missing",0,"X20","X3","X1","X1","X1",65,"GOOD",1000
"X3","web","f","X2",0,"mg","X2","rj",1,"X3",2,1,1600,0,0,0,0,0,1,"rj",1,"X20","X4","X1","X1","X1",34,"GOOD",1000
"X4","web","f","X2",1,"pe","X2","sp",1,"X3",5,1,1100,0,0,0,0,0,0,"missing",0,"X20","X4","X1","X1","X1",25,"BAD",1000
"X3","X0","m","X3",0,"sp","X2","sp",1,"X4",1,1,600,0,0,0,1,1,0,"missing",0,"X2","X2","X2","X2","X2",60,"BAD",1000
"X4","web","f","X6",0,"es","X2","es",0,"X4",0,1,700,0,0,0,0,0,1,"es",1,"X20","X4","X1","X1","X1",37,"BAD",1000
"X5","X0","m","X3",0,"ba","X2","ba",0,"X3",22,1,1649,0,1,0,1,0,1,"ba",1,"X4","X4","X4","X6","X2",49,"GOOD",1000
"X2","X0","m","X3",0,"pa","X2","pa",1,"X3",1,0,1220,0,0,0,0,1,1,"pa",1,"X20","X4","X2","X2","X1",23,"GOOD",1000
"X3","web","f","X5",0,"sp","X2","sp",1,"X3",30,1,381,0,0,0,0,0,1,"missing",0,"X1","X1","X1","X1","X2",54,"GOOD",1000
"X3","X0","f","X3",0,"rs","X2","rs",0,"X3",6,0,434,0,0,0,1,1,0,"rs",1,"X2","X2","X2","X2","X1",47,"GOOD",1000
"X5","X0","f","X3",0,"rs","X2","rs",1,"X3",9,0,483,0,0,1,1,1,1,"rs",1,"X20","X4","X2","X2","X1",40,"GOOD",1000
"X3","X0","missing","X3",1,"rs","X2","rs",1,"X3",8,0,436,0,1,0,0,1,1,"rs",1,"X20","X4","X2","X2","X1",33,"BAD",1000
"X3","X0","m","X2",0,"rs","X2","rs",1,"X3",1,0,1200,0,0,0,1,1,1,"rs",1,"X20","X4","X2","X2","X1",26,"GOOD",1000
"X4","web","f","X3",0,"mg","X2","sp",0,"X3",10,1,800,0,0,0,0,0,0,"missing",0,"X20","X4","X1","X1","X1",51,"BAD",1000
"X4","web","f","X3",0,"rs","X2","rs",1,"X3",25,1,502,0,1,1,0,0,0,"missing",0,"X20","X3","X1","X1","X1",51,"GOOD",1000
"X3","X0","m","X3",0,"rs","X2","rs",1,"X3",12,0,1950,0,0,0,1,1,1,"rs",1,"X18","X7","X2","X2","X1",55,"GOOD",1000
"X1","web","f","X7",0,"pe","X2","pe",1,"X3",8,1,409,0,1,0,0,0,1,"pe",1,"X20","X4","X1","X1","X1",48,"GOOD",1000
"X1","web","f","X2",0,"ba","X2","ba",1,"X3",9.72714882201501,1,350,0,0,0,0,0,0,"missing",0,"X5","X1","X1","X1","X1",45,"GOOD",1000
"X1","web","m","X7",0,"rn","X2","rn",1,"X3",10,1,220.4,0,0,0,0,0,0,"missing",0,"X20","X6","X1","X1","X1",20,"GOOD",1000
"X4","X0","m","X3",6,"sp","X2","sp",1,"X3",17,0,701,0,0,0,1,1,0,"missing",0,"X20","X4","X2","X2","X1",47,"BAD",1000
"X3","X0","f","X5",0,"pe","X2","pe",0,"X3",10,0,450,0,0,0,1,1,0,"missing",0,"X20","X3","X2","X2","X1",91,"BAD",1000
"X3","web","m","X2",1,"sp","X2","sp",0,"X3",16,1,297,0,0,0,0,0,1,"missing",0,"X1","X1","X1","X1","X1",66,"GOOD",1000
"X3","web","m","X2",0,"rs","X2","rs",1,"X3",2,1,56363,0,0,0,0,0,0,"rs",0,"X20","X4","X1","X1","X1",38,"BAD",1000
"X4","web","m","X2",0,"ce","X2","ce",1,"X3",10,1,300,0,0,0,0,0,0,"missing",0,"X1","X1","X1","X1","X1",36,"GOOD",1000
"X3","web","f","X2",2,"pe","X2","sp",1,"X3",12,1,1053,0,0,0,0,0,1,"missing",0,"X20","X3","X1","X1","X1",51,"GOOD",1000
"X3","X0","f","X5",0,"sp","X2","sp",1,"X3",60,0,960,0,0,0,1,1,0,"missing",0,"X20","X3","X2","X2","X1",66,"GOOD",1000
"X6","web","f","X3",0,"mg","X2","pr",1,"X3",10,1,700,800,0,0,0,0,0,"missing",0,"X20","X3","X1","X1","X1",68,"GOOD",1000
"X4","web","f","X3",0,"ma","X2","ma",1,"X3",14,1,380,0,1,0,0,0,1,"missing",0,"X9","X3","X1","X1","X1",64,"GOOD",1000
"X3","X0","m","X1",3,"missing","X1","ap",1,"X3",0,1,397,0,0,0,1,1,1,"missing",0,"X5","X4","X5","X2","X1",31,"BAD",1000
"X6","carga","f","X3",0,"pe","X2","pe",1,"X3",1,1,300,0,0,0,0,0,0,"missing",0,"X20","X3","X5","X1","X1",33,"GOOD",1000
"X6","X0","f","X3",0,"pa","X2","pa",0,"X3",20,1,220,0,0,0,1,1,0,"missing",0,"X2","X6","X2","X2","X1",48,"GOOD",1000
"X3","web","m","X2",0,"rn","X2","rn",1,"X4",4,1,408,0,0,0,0,0,0,"missing",0,"X20","X7","X1","X1","X1",41,"GOOD",1000
"X3","web","f","X5",1,"ce","X2","ce",1,"X3",25,1,350,0,0,0,0,0,0,"missing",1,"X10","X7","X1","X1","X1",50,"GOOD",1000
"X6","web","f","X3",2,"pe","X2","sp",1,"X6",2,1,380,700,0,0,0,0,1,"missing",0,"X20","X4","X1","X1","X1",34,"BAD",1000
"X5","web","f","X2",0,"pr","X2","sp",1,"X3",26,1,1066,0,0,0,0,0,0,"missing",0,"X20","X7","X1","X1","X3",40,"GOOD",1000
"X3","X0","m","X3",0,"ba","X2","sp",1,"X3",0,0,1536,0,0,0,1,1,0,"missing",0,"X2","X2","X2","X2","X1",39,"GOOD",1000
"X3","X0","f","X3",0,"pe","X2","pe",1,"X3",9.72714882201501,1,350,0,0,0,0,0,0,"missing",0,"X20","X3","X1","X1","X1",56,"GOOD",1000
"X6","web","f","X2",0,"rs","X2","rs",0,"X3",30,1,396,0,1,1,0,0,0,"missing",0,"X20","X7","X1","X1","X1",51,"BAD",1000
"X2","web","m","X4",0,"sp","X2","mg",0,"X3",20,1,518,0,0,0,0,0,0,"missing",0,"X20","X3","X1","X1","X1",61,"GOOD",1000
"X3","web","m","X3",0,"rj","X2","ce",1,"X3",2,1,400,0,0,0,0,0,0,"missing",0,"X13","X4","X1","X1","X2",41,"GOOD",1000
"X6","web","m","X3",2,"ba","X2","ba",1,"X3",6,1,419,0,0,0,0,0,0,"missing",0,"X20","X6","X1","X1","X1",28,"BAD",1000
"X3","web","f","X3",2,"ba","X2","ba",1,"X3",6,1,380,0,0,1,0,0,0,"missing",0,"X20","X3","X1","X1","X1",41,"BAD",1000
"X6","web","f","X2",4,"mt","X2","mt",1,"X3",5,1,600,0,0,0,0,0,1,"missing",0,"X1","X1","X1","X1","X1",34,"BAD",1000
"X2","X0","f","X3",0,"ce","X2","ce",1,"X3",11,0,350,0,0,0,1,1,0,"missing",0,"X20","X6","X2","X2","X1",37,"GOOD",1000
"X2","X0","f","X2",0,"ce","X2","ce",1,"X3",5,1,398,0,0,0,1,1,1,"missing",0,"X20","X4","X2","X2","X1",56,"GOOD",1000
"X4","X0","f","X2",1,"missing","X1","pe",1,"X5",0,1,1338,0,1,1,0,1,1,"pe",1,"X20","X5","X5","X2","X1",52,"GOOD",1000
"X6","X0","m","X3",2,"pe","X2","pe",1,"X3",1,0,1000,1000,0,0,1,1,1,"missing",1,"X20","X4","X19","X6","X1",33,"GOOD",1000
"X4","web","f","X3",1,"ce","X2","ce",1,"X3",1,1,960,0,0,0,0,0,1,"missing",0,"X5","X6","X5","X1","X1",50,"BAD",1000
"X2","web","f","X2",0,"rs","X2","rs",1,"X3",40,1,352,0,0,0,0,0,0,"missing",0,"X20","X3","X1","X1","X1",71,"GOOD",1000
"X3","web","f","X3",2,"ce","X2","ce",1,"X4",1,1,400,0,0,0,0,0,0,"missing",0,"X20","X7","X1","X1","X2",45,"GOOD",1000
"X3","web","f","X5",0,"ce","X2","ce",1,"X4",0,1,350,0,0,0,0,0,0,"missing",0,"X20","X3","X1","X1","X2",64,"GOOD",1000
"X3","web","f","X5",0,"ba","X2","ba",1,"X3",40,1,777.8,0,0,1,0,0,0,"missing",0,"X20","X3","X1","X1","X1",76,"GOOD",1000
"X2","web","m","X3",4,"mg","X2","mg",1,"X7",30,1,514,0,0,0,0,0,1,"mg",1,"X20","X4","X19","X6","X2",31,"GOOD",1000
"X3","web","f","X2",0,"sp","X2","sp",1,"X3",1,1,394.96,0,0,0,0,0,1,"sp",1,"X20","X7","X1","X1","X1",18,"BAD",1000
"X4","carga","f","X2",1,"pa","X2","pa",0,"X3",1,1,585,0,0,0,0,0,1,"pa",1,"X20","X4","X5","X1","X1",28,"BAD",1000
"X4","web","f","X3",2,"ba","X2","ba",1,"X3",32,1,373,0,1,0,0,0,1,"ba",0,"X20","X4","X1","X1","X1",32,"GOOD",1000
"X1","web","m","X2",0,"ba","X2","ba",0,"X3",5,1,350,0,0,0,0,0,0,"missing",0,"X20","X7","X1","X1","X2",44,"BAD",1000
"X2","web","f","X5",0,"rs","X2","rr",1,"X3",34,1,277,0,0,0,0,0,1,"missing",0,"X20","X3","X1","X1","X1",68,"GOOD",1000
"X4","web","f","X3",0,"ba","X2","ba",0,"X3",20,1,651.45,0,0,0,0,0,0,"missing",0,"X1","X1","X1","X1","X2",35,"GOOD",1000
"X1","web","f","X3",3,"ce","X2","ce",1,"X3",1,1,300,0,0,0,0,0,0,"missing",0,"X20","X6","X1","X1","X2",39,"GOOD",1000
"X3","web","f","X5",0,"pi","X2","pi",0,"X3",2,1,350,0,0,0,0,0,0,"missing",0,"X1","X3","X1","X1","X1",66,"BAD",1000
"X1","X0","m","X3",0,"ce","X2","ce",1,"X3",5,0,543,0,0,0,1,1,0,"missing",0,"X2","X7","X2","X2","X1",41,"GOOD",1000
"X6","web","m","X3",0,"sc","X2","rs",0,"X3",7,1,242,0,0,0,0,0,0,"missing",0,"X1","X1","X1","X1","X1",53,"GOOD",1000
"X6","web","f","X3",0,"sp","X2","sp",1,"X3",20,1,747,0,0,0,0,0,0,"missing",0,"X1","X1","X1","X1","X1",27,"BAD",1000
"X4","web","f","X3",0,"go","X2","go",1,"X3",6,1,350,0,0,0,0,0,1,"go",1,"X20","X7","X1","X1","X2",48,"GOOD",1000
"X6","X0","f","X2",0,"missing","X1","rj",1,"X4",0,1,284,0,0,0,1,1,1,"missing",1,"X20","X4","X5","X2","X1",41,"BAD",1000
"X3","X0","f","X4",0,"ba","X2","es",1,"X3",2,0,657,0,0,0,1,1,1,"es",0,"X20","X4","X2","X2","X2",40,"BAD",1000
"X1","web","m","X3",1,"pb","X2","pb",0,"X3",20,1,1200,0,0,0,0,0,0,"missing",0,"X13","X6","X1","X1","X1",51,"GOOD",1000
"X2","web","f","X3",2,"pa","X2","pa",1,"X5",8,1,1487,0,0,1,0,0,1,"pa",1,"X20","X1","X1","X1","X1",35,"BAD",1000
"X3","web","f","X3",0,"ce","X2","ce",0,"X3",1,1,350,0,0,0,0,0,0,"missing",0,"X5","X3","X5","X1","X1",66,"GOOD",1000
"X3","carga","f","X6",1,"ac","X2","rn",1,"X3",1,1,250,0,0,0,0,0,0,"missing",0,"X20","X6","X5","X1","X1",45,"BAD",1000
"X5","X0","f","X5",1,"ce","X2","ce",0,"X4",3,0,351,0,0,0,1,1,0,"missing",0,"X13","X3","X2","X2","X2",65,"BAD",1000
"X3","X0","m","X3",0,"pb","X2","rn",1,"X3",20,0,900,0,0,1,1,1,0,"missing",0,"X20","X6","X2","X2","X1",55,"BAD",1000
"X3","X0","m","X3",0,"ce","X2","ce",1,"X3",1,1,359,0,0,0,0,0,1,"ce",1,"X20","X1","X1","X1","X1",24,"GOOD",1000
"X5","web","m","X7",1,"pr","X2","mt",0,"X3",5,1,380,0,0,0,0,0,1,"mt",1,"X20","X4","X1","X1","X1",36,"BAD",1000
"X3","web","f","X2",0,"ba","X2","ba",1,"X3",12,1,374,0,0,0,0,0,0,"missing",0,"X20","X4","X1","X1","X1",56,"GOOD",1000
"X2","X0","f","X2",2,"mg","X2","mg",1,"X3",11,1,700,0,0,0,1,1,1,"missing",0,"X2","X2","X2","X2","X1",37,"GOOD",1000
"X4","web","f","X3",0,"ce","X2","ce",1,"X3",5,1,381.05,0,0,0,0,0,0,"missing",0,"X20","X3","X1","X1","X1",56,"GOOD",1000
"X3","X0","f","X3",0,"rn","X2","rn",1,"X3",2,1,350,0,0,0,1,1,0,"missing",0,"X20","X3","X2","X2","X1",43,"BAD",1000
"X4","web","f","X5",0,"sp","X2","sp",1,"X3",2,1,329,0,0,0,0,0,0,"missing",0,"X1","X1","X1","X1","X1",48,"GOOD",1000
"X3","carga","m","X2",0,"rn","X2","rn",1,"X3",1,1,309,0,0,0,0,0,1,"rn",1,"X5","X7","X5","X1","X1",27,"GOOD",1000
"X3","X0","f","X3",0,"rs","X2","rs",1,"X3",7,1,600,0,0,0,1,1,0,"missing",0,"X17","X6","X2","X2","X1",38,"GOOD",1000
"X3","web","m","X3",0,"al","X2","ba",1,"X3",20,1,1971.93,0,0,0,0,0,0,"missing",0,"X20","X3","X1","X1","X1",71,"GOOD",1000
"X4","carga","m","X2",0,"ba","X2","ba",1,"X3",10,1,455,0,0,0,0,0,0,"ba",1,"X5","X1","X1","X1","X1",50,"GOOD",1000
"X3","carga","m","X3",3,"mg","X2","mg",1,"X3",1,1,2314,0,0,0,1,0,1,"rj",1,"X20","X4","X5","X1","X2",47,"GOOD",1000
"X4","web","f","X3",0,"pr","X2","sp",1,"X1",9.72714882201501,1,1200,0,0,0,0,0,0,"missing",0,"X1","X1","X1","X1","X1",36,"GOOD",1000
"X2","web","m","X3",0,"mg","X2","ms",1,"X3",6,1,350,0,0,0,0,0,1,"missing",0,"X4","X4","X1","X1","X1",59,"GOOD",1000
"X6","web","f","X3",0,"pi","X2","pi",1,"X3",20,1,400,0,0,0,0,0,0,"missing",0,"X1","X1","X1","X1","X1",58,"GOOD",1000
"X3","X0","m","X3",1,"missing","X1","rj",1,"X3",0,1,682,0,0,0,0,1,1,"missing",1,"X5","X3","X5","X2","X1",50,"GOOD",1000
"X3","carga","m","X3",2,"sp","X2","sp",1,"X3",1,1,320,0,0,0,0,0,1,"sp",1,"X20","X4","X5","X1","X1",48,"GOOD",1000
"X3","web","m","X3",0,"df","X2","go",0,"X3",2,1,1229,0,0,0,1,0,1,"missing",1,"X18","X4","X1","X1","X2",27,"BAD",1000
"X4","web","m","X3",0,"es","X2","sp",1,"X4",1,1,1000,0,0,0,0,0,0,"missing",0,"X1","X1","X1","X1","X1",41,"BAD",1000
"X3","web","f","X2",0,"ba","X2","ba",1,"X3",9.72714882201501,1,350,0,0,0,0,0,0,"missing",0,"X13","X1","X1","X1","X1",45,"GOOD",1000
"X3","carga","f","X3",0,"ba","X2","ba",1,"X3",1,1,954,0,0,0,0,0,0,"missing",0,"X20","X3","X5","X1","X1",57,"BAD",1000
"X4","X0","f","X3",3,"ce","X2","ce",1,"X3",6,1,374,0,1,1,0,0,1,"ce",1,"X20","X4","X1","X1","X1",33,"GOOD",1000
"X4","web","f","X3",0,"pe","X2","ce",1,"X3",9.72714882201501,1,350,0,0,0,0,0,0,"missing",0,"X20","X4","X1","X1","X1",24,"BAD",1000
"X3","X0","f","X2",2,"pr","X2","pr",1,"X3",14,0,380,95,0,0,1,1,1,"pr",1,"X20","X4","X2","X2","X1",32,"GOOD",1000
